system,user,json
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu ba chai vào việc mua sắm đồ dùng học tập
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","nộp tiền 10 mê cho khoản vay ngân hàng tháng này
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 1 triệu cho việc đặt phòng khách sạn cuối tuần này
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mê bốn với nhóm marketing tuần trước.
",1400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chai năm rưỡi cho bữa tiệc sinh nhật hôm qua.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Triệu hai cho dự án mới với đối tác.
",1200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Củ bảy với đội thiết kế vào thứ Sáu vừa rồi.
",1700000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","M bảy cho việc mua sắm văn phòng tuần này.
",1700000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Trai ba cho bữa ăn trưa với khách hàng hôm nay.
",1300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chai một cho chi phí quảng cáo tháng này.
",1100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Củ chín với nhóm phát triển sản phẩm tuần trước.
",1900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mê sáu cho việc tổ chức hội thảo sắp tới.
",1600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Triệu năm cho chuyến công tác vào tháng sau.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 15 triệu 300 nghìn bánh mì cho bữa tiệc sinh nhật hôm qua.
",15300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 3 triệu 500 nghìn cho món sushi vào tối thứ 7.
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 7 củ 800.000 cho bữa ăn gia đình cuối tuần này.
",7800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 10 triệu 600 nghìn cho một bữa tiệc BBQ vào tối thứ 6.
",10600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 12 triệu 250 nghìn cho món lẩu hải sản hôm qua.
",12250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 4 triệu 700 nghìn cho bữa ăn tối tại nhà hàng sang trọng.
",4700000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 9 triệu 900 nghìn cho món ăn vặt trong buổi họp mặt bạn bè.
",9900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 6 triệu 400 nghìn cho bữa tiệc sinh nhật của con vào cuối tuần.
",6400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 8 củ 500.000 cho món phở đặc biệt vào tối thứ 5.
",8500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 11 triệu 750 nghìn cho bữa ăn tại nhà hàng Ý hôm trước.
",11750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","3 triệu 500 bánh mì sáng nay.
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 m 200 30.000đ trà sữa chiều qua.
",5230000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","1 triệu 800 kem tươi cuối tuần trước.
",1800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","7 triệu 600 pizza cho bữa tiệc tối nay.
",7600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","2 m 300 25.000đ cà phê sáng hôm qua.
",2325000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","4 triệu 900 sushi cho bữa tối thứ 7.
",4900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","6 m 150 40.000đ nước ngọt chiều nay.
",6154000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","8 triệu 250 bánh kem cho sinh nhật tuần này.
",8250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","9 triệu 700 phở gà cho bữa trưa hôm nay.
",9700000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 m 500 15.000đ trà đá chiều qua.
",10515000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 10 triệu mua quà sinh nhật cho bạn thân.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Triệu 3 chai rượu để đãi khách vào cuối tuần.
",1300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 15 triệu cho bữa tiệc kỷ niệm vào tối thứ 7.
",15000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 7 triệu để đặt bàn ở nhà hàng sang trọng.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 12 triệu cho chuyến du lịch cuối năm.
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Triệu 6 m mua sắm đồ dùng cho gia đình.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 8 triệu để tổ chức buổi họp mặt bạn bè.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua sắm 3 triệu đồ dùng học tập cho năm học mới.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 7 m cho bữa tiệc sinh nhật của bạn.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đầu tư 10 mê vào quỹ chứng khoán tháng này.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Trả 4 củ tiền thuê nhà cho tháng này.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Dành 6 triệu để đi du lịch cuối tuần.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 2 triệu rưỡi cho việc sửa chữa xe hơi.
",2500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 1 chai rượu ngon với giá 1 triệu.
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tiêu 9 triệu cho một chiếc điện thoại mới.
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt cọc 5 triệu cho chuyến du lịch nước ngoài.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 3 triệu cho việc tổ chức tiệc cưới.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 triệu mua sắm đồ dùng học tập cho con.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 3 chai ăn tối tại nhà hàng sang trọng.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tháng này 6 m tiền thuê nhà.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","2 triệu rưỡi cho chuyến du lịch cuối tuần.
",2500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 1 triệu rưỡi cho bữa tiệc sinh nhật.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","7 mê đầu tư vào quỹ chứng khoán.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tháng trước 4 chai cho việc sửa chữa xe.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","9 triệu rưỡi chi cho thiết bị điện tử mới.
",9500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","3 triệu mua sắm quần áo cho mùa hè.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 2 triệu cho việc làm đẹp tại spa.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 1 triệu rưỡi mua sắm đồ dùng cho gia đình.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 triệu rưỡi gửi tiết kiệm ngân hàng.
",5500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tối qua chi 4 triệu ăn tối với bạn bè.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","2 triệu rưỡi trả tiền thuê nhà tháng này.
",2500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","hôm nay chi 3 triệu mua quà sinh nhật cho mẹ.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","6 triệu rưỡi đầu tư vào cổ phiếu công nghệ.
",6500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 7 triệu mua vé máy bay cho chuyến du lịch.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","1 triệu rưỡi thanh toán hóa đơn nước.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tối qua chi 2 triệu ăn uống tại nhà hàng.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","9 triệu rưỡi mua sắm quần áo cho mùa đông.
",9500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","3 m rưỡi mua sắm quần áo cho mùa hè.
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 5 củ để tổ chức tiệc sinh nhật cho bạn thân.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","7 chai 100.000đ đặt bánh sinh nhật cho gia đình.
",7100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","2 trai 800 20.000đ uống cà phê sáng nay.
",2820000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","9 triệu 500 10.000đ đi xem phim cuối tuần.
",9510000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","4 mê 600 15.000đ mua sách mới cho thư viện.
",4615000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 1 củ 200 50.000đ làm quà tặng cho đồng nghiệp.
",1250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 chai 300 25.000đ ăn trưa tại quán yêu thích.
",5325000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","8 trai 400 5.000đ mua vé xe về quê.
",8405000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 3 triệu 150.000đ ăn sushi cuối tuần này
",3150000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 1 m 800 20.000đ uống trà sữa hôm qua
",1820000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","6 củ 300.000đ mua bánh kem cho bữa tiệc sinh nhật
",6300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 2 chai 500.000đ ăn hải sản vào tối thứ bảy
",2500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 4 trai 250.000đ đặt món ăn cho buổi họp mặt
",4250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 triệu 600.000đ mua quần áo mới cho mùa hè
",5600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 7 củ 100.000đ đi xem phim tối nay
",7100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 3 chai 700.000đ ăn tối tại nhà hàng sang trọng
",3700000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","2 triệu 400.000đ mua quà tặng cho bạn bè
",2400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 8 trai 50.000đ uống cà phê sáng nay
",8050000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 triệu 200.000đ mua sắm quần áo cho mùa hè.
",5200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","3 mê 150.000đ ăn tối tại nhà hàng sang trọng.
",3150000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 triệu 500.000đ đầu tư vào cổ phiếu công nghệ.
",10500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","7 triệu 800.000đ chi phí cho chuyến du lịch cuối tuần.
",7800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","2 triệu 300.000đ sửa chữa xe hơi cũ.
",2300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","6 mê 400.000đ thanh toán hóa đơn điện nước tháng này.
",6400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","9 triệu 600.000đ đặt cọc mua nhà mới.
",9600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","4 triệu 750.000đ tổ chức tiệc sinh nhật cho bạn bè.
",4750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","1 triệu 900.000đ mua sách và tài liệu học tập.
",1900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","8 triệu 250.000đ chi phí cho khóa học trực tuyến.
",8250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 10 triệu bánh mì cho bữa tiệc cuối tuần này.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 3 chai nước ngọt cho buổi họp mặt tối nay.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt 15 triệu sushi cho bữa tiệc sinh nhật vào thứ bảy.
",15000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tiêu 7 trai kem cho buổi picnic vào chiều chủ nhật.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Gọi 8 triệu gà rán cho bữa tối hôm nay.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 12 củ pizza cho buổi xem phim tối thứ 6.
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 4 triệu trái cây cho bữa tiệc BBQ cuối tuần.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt 6 triệu bánh kem cho lễ kỷ niệm vào tuần tới.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tiêu 9 chai trà sữa cho buổi gặp mặt bạn bè tối nay.
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 11 triệu hải sản cho bữa tiệc tối thứ bảy.
",11000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Sáng nay tôi đã trả 5 triệu tiền thuê nhà.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chiều qua, tôi chi 2 chai cho bữa tiệc.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Hôm trước, tôi mua một chiếc xe với giá 10 triệu.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tối qua, tôi đã tiêu 4 m cho việc ăn uống.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tuần trước, tôi gửi 3 mê vào tài khoản tiết kiệm.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Hôm nay, tôi đã thanh toán 6 củ cho hóa đơn nước.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tôi đã đầu tư 8 triệu vào cổ phiếu hôm qua.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chiều nay, tôi đã chi 1 trai cho quà sinh nhật.
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tôi đã nhận được 7 triệu từ việc bán hàng.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Sáng nay, tôi đã trả 9 m cho dịch vụ internet.
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","15 triệu rưỡi sáng nay
",15000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","12 m tối qua
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 5 chai chiều hôm qua
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","7 triệu cuối tuần trước
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 mê giữa tháng này
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","3 trai tối thứ bảy tuần trước
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","25 triệu sáng thứ hai
",25000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 8 củ hôm qua
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","18 triệu rưỡi chiều nay
",18500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 3 triệu 500 nghìn cho bữa tiệc sinh nhật của bạn tối qua
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 6 củ 750.000 cho một chuyến du lịch cuối tuần
",6750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 2 triệu 300 nghìn mua sắm quần áo mới
",2300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 8 triệu 100 nghìn cho bữa ăn tối tại nhà hàng sang trọng
",8100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 5 củ 600.000 cho một bộ phim và đồ ăn vặt
",5600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 4 triệu 200 nghìn cho việc sửa chữa xe hơi
",4200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 7 triệu 800 nghìn cho một khóa học trực tuyến
",7800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 1 triệu 900 nghìn cho một buổi hẹn hò lãng mạn
",1900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 9 củ 400.000 cho một chiếc điện thoại mới
",9400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 2 triệu 700 nghìn cho một bữa tiệc BBQ với bạn bè
",2700000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","7 triệu bánh mì cho bữa tiệc sinh nhật cuối tuần vừa rồi.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 2 m 300 nghìn cho món sushi tại nhà hàng hôm qua.
",2300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 chai nước ngọt cho buổi họp nhóm vào thứ Sáu vừa rồi.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 triệu pizza cho buổi xem phim tối thứ Bảy vừa qua.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","8 củ trà sữa cho buổi gặp mặt bạn bè cuối tuần.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 3 triệu 600 nghìn cho bữa ăn tối tại nhà hàng hôm trước.
",3600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","12 trai gà rán cho bữa tiệc tại nhà vào tối thứ Bảy.
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","4 triệu bánh kem cho lễ kỷ niệm vào cuối tuần vừa rồi.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","9 m phở cho bữa ăn trưa với đồng nghiệp hôm qua.
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 6 triệu cho bữa tiệc BBQ cuối tuần vừa rồi.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua 3 triệu đồ ăn cho bữa tiệc cuối tuần này
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trả 6 m cho tiền thuê nhà tháng này
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 4 chai mua quà sinh nhật cho bạn thân
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 7 mê cho vé xem concert tối nay
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","nộp 1 triệu tiền học phí cho khóa học mới
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 2 triệu rưỡi cho bữa ăn tối với gia đình
",2500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua 5 củ đồ trang trí cho căn phòng mới
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 9 triệu cho chuyến du lịch cuối năm
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trả 3 chai cho tiền xăng xe tháng này
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 8 mê cho bộ phim mới ra mắt cuối tuần này
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 15 triệu cho bữa tiệc sinh nhật của bạn vào cuối tuần qua.
",15000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 10 triệu bánh mì cho cả nhóm vào thứ Bảy vừa rồi.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt 25 triệu sushi cho buổi họp mặt vào tối thứ Tư.
",25000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 18 triệu cho bữa ăn tối lãng mạn vào thứ Sáu vừa rồi.
",18000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mời bạn bè ăn 12 triệu pizza vào tối thứ Bảy tuần trước.
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt 30 triệu món ăn cho buổi tiệc cuối năm vào tuần tới.
",30000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 22 triệu cho bữa tiệc BBQ tại nhà vào cuối tuần này.
",22000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 14 triệu trà sữa cho cả nhóm vào chiều Chủ Nhật.
",14000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 17 triệu cho bữa ăn trưa với đối tác vào thứ Hai.
",17000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt 19 triệu món ăn chay cho buổi họp mặt vào tối thứ Năm.
",19000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","7 triệu 300.000đ cho bữa tiệc sinh nhật của bạn tối qua.
",7300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 2 chai rượu vang với giá 1 triệu 500.000đ cho buổi hẹn hò.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt 10 trai sushi cho bữa tiệc cuối tuần này.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 3 củ 800.000đ cho một bữa ăn tại nhà hàng sang trọng.
",3800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 triệu 600.000đ cho chuyến du lịch cuối năm.
",5600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Trả 4 triệu 200.000đ cho bộ quần áo mới.
",4200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","8 trai bánh mì cho bữa sáng hôm nay.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 6 triệu 100.000đ vé xem concert vào cuối tuần.
",6100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 9 củ 500.000đ cho một chiếc túi xách mới.
",9500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","12 triệu 750.000đ cho một khóa học trực tuyến.
",12750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 5 triệu 300.000 cho bữa tiệc sinh nhật của bạn tối qua.
",5300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 6 triệu 750.000 cho chuyến du lịch cuối tuần vừa rồi.
",6750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua sắm 3 triệu 200.000 cho quần áo mới vào thứ bảy tuần trước.
",3200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 8 triệu 100.000 cho bữa ăn tối tại nhà hàng sang trọng hôm qua.
",8100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 2 triệu 500.000 cho vé xem concert vào tối thứ sáu.
",2500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 9 triệu 600.000 cho việc sửa chữa xe hơi tuần này.
",9600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua 1 triệu 800.000 đồ dùng học tập cho con vào đầu tháng.
",1800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 4 triệu 250.000 cho một buổi hẹn hò lãng mạn tối qua.
",4250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 7 triệu 900.000 cho việc trang trí nhà cửa dịp lễ sắp tới.
",7900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 3 triệu 600.000 cho một bữa ăn gia đình vào cuối tuần.
",3600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 15 triệu mua quà sinh nhật cho bạn thân cuối tuần này
",15000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 trai cà phê sáng nay rất ngon
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tháng trước 5 m tiền thuê nhà đã được thanh toán
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","8 củ bánh mì cho bữa trưa hôm nay
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 12 triệu cho một chuyến du lịch vào tháng tới
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","20 chai nước ngọt cho bữa tiệc cuối tuần
",20000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tháng trước 3 m tiền điện thoại đã hết hạn
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","7 triệu cho một bộ quần áo mới
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 25 củ cho bữa tối lãng mạn hôm thứ 7
",25000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","18 trai trà sữa cho nhóm bạn vào chiều nay
",18000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chai năm cho bữa tiệc sinh nhật tuần trước.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trai ba mua quà cho bạn gái vào dịp lễ.
",1300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","củ bảy cho chuyến du lịch cuối tháng này.
",1700000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mười triệu mời bạn bè ăn tối tại nhà hàng sang trọng.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tám triệu chi cho việc sửa chữa xe hơi hôm qua.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mười hai triệu đầu tư vào dự án khởi nghiệp mới.
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","củ hai mua sắm đồ dùng học tập cho con.
",1200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chai bốn thanh toán tiền thuê nhà tháng này.
",1400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trai chín tổ chức sự kiện cho công ty.
",1900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","triệu năm chi cho vé máy bay đi du lịch hè này.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chiều nay mua 2 triệu đồ ăn cho cả nhà.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt cọc 5 m cho căn hộ mới vào cuối tháng.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Sáng nay gửi 7 triệu vào tài khoản tiết kiệm.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 1 chai rượu 3 triệu để đãi bạn bè.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 4 triệu cho bữa tiệc sinh nhật cuối tuần này.
",4000000
